fileName	sampleID	read	Rikenellaceae	Bacteroidaceae	Porphyromonadaceae	Prevotellaceae	Bacteroidales_incertae_sedis	Flavobacteriaceae	Sphingobacteriaceae	Chitinophagaceae	Cyclobacteriaceae	Cytophagaceae	Lachnospiraceae	Clostridiaceae 1	Peptostreptococcaceae	Ruminococcaceae	Eubacteriaceae	Clostridiales_Incertae Sedis XI	Peptococcaceae 1	Clostridiales_Incertae Sedis XIII	Clostridiales_Incertae Sedis XII	Defluviitaleaceae	Streptococcaceae	Enterococcaceae	Carnobacteriaceae	Lactobacillaceae	Aerococcaceae	Bacillales_Incertae Sedis XI	Paenibacillaceae 1	Staphylococcaceae	Bacillaceae 1	Planococcaceae	Bacillales_Incertae Sedis XII	Bacillaceae 2	Erysipelotrichaceae	Veillonellaceae	Acidaminococcaceae	Verrucomicrobiaceae	Coriobacteriaceae	Corynebacteriaceae	Nocardiaceae	Actinomycetaceae	Micrococcaceae	Microbacteriaceae	Brevibacteriaceae	Dermacoccaceae	Intrasporangiaceae	Dermabacteraceae	Propionibacteriaceae	Nocardioidaceae	Pseudonocardiaceae	Geodermatophilaceae	Bifidobacteriaceae	Patulibacteraceae	Nitriliruptoraceae	Spirochaetaceae	Fusobacteriaceae	Leptotrichiaceae	Campylobacteraceae	Pasteurellaceae	Enterobacteriaceae	Halomonadaceae	Oceanospirillaceae	Cardiobacteriaceae	Pseudomonadaceae	Moraxellaceae	Vibrionaceae	Xanthomonadaceae	Idiomarinaceae	Shewanellaceae	Chromatiaceae	Aeromonadaceae	Coxiellaceae	Neisseriaceae	Burkholderiaceae	Oxalobacteraceae	Comamonadaceae	Sutterellaceae	Burkholderiales_incertae_sedis	Alcaligenaceae	Methylophilaceae	Desulfovibrionaceae	Bdellovibrionaceae	Bacteriovoracaceae	Myxococcaceae	Polyangiaceae	Desulfobulbaceae	Sphingomonadaceae	Erythrobacteraceae	Methylobacteriaceae	Phyllobacteriaceae	Bradyrhizobiaceae	Hyphomicrobiaceae	Brucellaceae	Rhizobiaceae	Beijerinckiaceae	Rhizobiales_incertae_sedis	Caulobacteraceae	Rhodobacteraceae	Rhodospirillaceae	Acetobacteraceae	Chloroplast	Synergistaceae	Mycoplasmataceae	Deinococcaceae	Thermotogaceae	Planctomycetaceae	Victivallaceae	Pyrodictiaceae
24_R2.fasta	24	2	121	9836	2376	1	0	0	0	0	0	0	6490	1	174	1253	112	0	0	0	0	0	786	10	1	0	0	0	0	0	0	0	0	0	972	1	0	1972	44	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	80	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R1.fasta	25	1	218	8157	2425	1	0	0	0	0	0	0	6655	0	176	258	65	0	0	0	0	0	236	235	1	0	0	1	0	0	0	0	0	0	678	0	0	1055	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R2.fasta	25	2	215	7751	2411	0	0	0	0	0	0	0	7209	0	166	241	64	0	0	0	0	0	200	162	1	0	0	1	0	0	0	0	0	0	766	0	0	1055	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R1.fasta	26	1	0	9526	0	0	0	0	0	0	0	0	8271	1	633	20	31	0	0	0	0	0	4	87	0	0	0	0	0	0	0	0	0	0	2360	0	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R2.fasta	26	2	0	8978	0	0	0	0	0	0	0	0	8462	1	573	21	31	0	0	0	0	0	4	73	0	0	0	0	0	0	0	0	0	0	2218	0	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27_R1.fasta	27	1	182	6676	407	1409	0	0	0	0	0	0	7691	144	683	1401	24	1939	0	167	2	0	604	4092	0	17	0	96	0	3	0	0	0	0	1199	489	13	170	27	0	0	1	0	1	0	0	0	0	8	0	0	0	0	0	0	0	4914	403	338	0	402	1	1	0	0	0	3	0	0	0	0	0	0	44	0	0	0	108	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	1	0	0	1	0	0
27_R2.fasta	27	2	187	6199	405	1518	0	0	0	0	0	0	7796	154	672	1415	28	1949	6	157	0	0	483	2817	3	15	0	93	0	3	0	0	0	0	1179	470	12	169	26	0	0	4	0	1	0	0	0	0	7	0	0	0	0	0	0	0	4875	539	318	0	386	0	1	0	0	0	3	0	0	0	0	0	0	44	0	0	0	105	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	1	0	0	2	0	0
28_R1.fasta	28	1	11	858	99	1	0	0	0	0	0	0	357	111	37	68	23	1	0	0	0	0	10900	228	0	0	0	0	0	0	0	0	0	0	273	1	0	59	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28_R2.fasta	28	2	11	802	99	1	0	0	0	0	0	0	376	107	32	70	23	1	0	0	0	0	8812	170	0	0	0	0	0	0	0	0	0	0	292	0	0	60	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29_R1.fasta	29	1	74	12346	680	306	2	7	0	0	0	0	9702	116	367	156	28	20	0	3	0	0	1868	24	0	0	0	1	0	0	0	0	0	0	1698	47	0	621	24	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	128	9	9	0	450	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
29_R2.fasta	29	2	73	11667	667	325	2	8	0	0	0	0	9783	118	337	157	22	19	0	3	0	0	1482	21	0	0	0	1	0	0	0	0	0	0	1914	47	0	614	25	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	125	8	6	0	449	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
2_R1.fasta	2	1	0	12447	1865	0	0	0	0	0	0	0	3610	12844	1581	584	0	0	0	0	0	0	13356	79	0	0	0	0	0	0	0	0	0	0	2004	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2_R2.fasta	2	2	0	11675	1848	0	0	0	0	0	0	0	5687	12627	1446	582	0	0	0	0	0	0	10804	63	0	0	0	0	0	0	0	0	0	0	1901	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R1.fasta	30	1	189	11799	2762	1	0	1	0	0	0	0	7521	286	135	493	64	0	0	0	0	0	15	44	2	0	5	0	0	0	0	0	0	0	1317	0	0	747	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R2.fasta	30	2	185	11219	2750	0	0	1	0	0	0	0	7677	273	123	497	67	1	0	0	0	0	11	34	2	0	2	0	0	0	0	0	0	0	1360	0	0	752	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R1.fasta	31	1	225	12295	2431	0	0	0	0	0	0	0	9372	4	306	930	113	0	0	0	0	0	4	556	0	0	0	0	0	0	0	0	0	0	1934	0	0	2037	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	765	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R2.fasta	31	2	216	11608	2407	0	0	0	0	0	0	0	9472	4	273	936	118	0	0	0	0	0	3	377	0	0	0	0	0	0	0	0	0	0	2100	0	0	2038	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R1.fasta	32	1	111	9467	499	0	0	0	0	0	0	0	5318	332	12	513	19	0	0	0	0	0	23	7	0	0	0	0	0	0	0	0	0	0	1407	1	0	1084	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R2.fasta	32	2	112	9130	498	0	0	0	0	0	0	0	5577	335	12	580	19	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	0	0	1440	1	0	1091	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R1.fasta	33	1	148	4355	984	0	0	0	0	0	0	0	6603	17	163	852	42	0	0	0	0	0	7720	43	0	0	0	0	0	0	0	0	0	0	637	0	0	651	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R2.fasta	33	2	147	4134	968	0	0	0	0	0	0	0	6677	17	150	677	43	0	0	0	0	0	6043	36	0	0	0	0	0	0	0	0	0	0	722	0	0	655	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R1.fasta	34	1	1	42	9	4	0	2	0	0	0	0	32	1	1	2	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R2.fasta	34	2	1	41	9	6	0	2	0	0	0	0	32	0	1	2	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	6	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R1.fasta	35	1	104	8584	1677	0	0	0	0	0	0	0	6525	1	125	291	118	0	0	0	0	0	4730	2763	0	0	0	0	0	0	0	0	0	0	881	0	0	1049	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R2.fasta	35	2	103	8002	1650	0	0	0	0	0	0	0	6589	0	115	298	120	0	0	0	0	0	3898	2084	1	0	0	0	0	0	0	0	0	0	1052	0	0	1049	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R1.fasta	36	1	145	11404	2076	0	0	0	0	0	0	0	10232	9	217	302	124	0	0	0	0	0	2349	439	0	0	0	0	0	0	0	0	0	0	1093	0	0	1699	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R2.fasta	36	2	146	10721	2015	0	0	0	0	0	0	0	10357	8	200	301	125	0	0	0	0	0	1929	318	0	0	0	0	0	0	0	0	0	0	1474	0	0	1696	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R1.fasta	37	1	1	10069	2	0	0	0	0	0	0	0	6264	1078	968	82	0	0	0	2	0	0	7907	189	0	0	0	0	0	0	0	0	0	0	12	0	0	4466	58	0	0	1	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R2.fasta	37	2	1	9529	2	0	0	0	0	0	0	0	6313	1092	1146	98	0	0	0	0	0	0	6259	149	0	0	0	0	0	0	0	0	0	0	11	0	0	4458	55	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R1.fasta	38	1	0	16107	1	0	0	0	0	0	0	0	7525	5737	1045	0	0	0	0	21	0	0	2346	161	0	0	0	0	0	0	0	0	0	0	75	0	0	5066	111	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R2.fasta	38	2	0	15307	0	0	0	0	0	0	0	0	7560	5722	1228	0	0	0	0	0	0	0	1823	119	1	0	0	0	0	0	0	0	0	0	73	0	0	5065	109	0	0	2	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
39_R1.fasta	39	1	62	4445	76	1820	0	0	0	0	0	0	3442	16	2020	440	2	5864	0	559	2	0	336	436	12	8	0	400	0	2	0	0	0	0	1702	736	9	7	120	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4183	337	203	4	13	0	0	0	0	1	0	1	0	0	0	0	0	10	0	1	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
39_R2.fasta	39	2	61	4185	76	1844	0	0	0	0	0	0	3460	15	1983	465	9	5878	6	537	0	0	279	318	11	7	0	398	0	1	0	0	0	0	1682	702	11	6	115	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4175	309	185	5	13	0	0	0	0	1	0	1	0	0	0	0	0	10	0	1	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3_R1.fasta	3	1	55	4387	1008	0	0	0	0	0	0	0	4220	28	506	304	64	0	0	0	0	0	10717	3489	0	0	0	0	0	0	0	0	0	0	657	0	0	912	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3_R2.fasta	3	2	56	4081	997	0	0	0	0	0	0	0	4261	27	453	311	63	0	2	0	0	0	8638	2606	2	0	0	0	0	0	0	0	0	0	775	0	0	911	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R1.fasta	40	1	241	15287	1	1	0	0	0	0	0	0	14754	3176	435	370	1	0	0	0	0	0	2596	19	1	0	0	0	0	0	0	0	0	0	2411	0	0	2358	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R2.fasta	40	2	233	14484	1	1	0	0	0	0	0	0	14983	3103	424	355	1	0	0	0	0	0	2084	16	1	0	0	0	0	0	0	0	0	0	2910	0	0	2350	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R1.fasta	41	1	203	5693	6	8	0	0	0	0	0	0	10605	4479	185	107	14	3	0	0	0	0	2417	1	0	0	0	0	0	0	0	0	0	0	965	2	0	993	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R2.fasta	41	2	198	5315	5	8	0	0	0	0	0	0	10715	4509	167	105	13	3	0	0	0	0	1917	1	0	0	0	0	0	0	0	0	0	0	1228	2	0	993	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R1.fasta	42	1	202	4076	2549	2	0	1	0	0	0	0	12999	2129	1208	208	121	0	0	0	0	0	4784	406	0	0	1	0	0	0	0	0	0	0	1340	2	0	707	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R2.fasta	42	2	203	3842	2528	2	0	1	0	0	0	0	13148	2116	1107	273	126	0	0	0	0	1	3720	311	0	0	1	0	0	0	0	0	0	0	1756	2	0	704	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R1.fasta	43	1	653	5111	5007	0	0	0	0	0	0	0	21604	1074	1740	509	146	0	0	0	0	0	4914	818	0	0	0	0	0	0	0	0	0	0	2083	0	0	2184	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R2.fasta	43	2	666	4801	4963	0	0	0	0	0	0	0	21622	1029	1606	574	148	0	0	0	0	0	3740	594	0	0	0	0	0	0	0	0	0	0	2530	0	0	2180	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R1.fasta	44	1	293	13063	3666	1	0	0	0	0	0	0	10653	113	469	335	73	1	0	0	0	0	8632	96	0	0	0	0	0	0	0	0	0	0	1681	2	0	2359	26	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R2.fasta	44	2	291	12512	3620	1	0	0	0	0	0	0	10922	109	437	339	73	0	0	0	0	0	6987	70	0	0	0	0	0	0	0	0	0	0	2004	1	0	2343	26	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45_R1.fasta	45	1	6	5059	263	0	0	0	0	0	0	0	3014	5734	996	96	7	0	0	0	0	0	26517	2464	0	0	0	1	0	0	0	0	0	0	620	0	0	712	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1367	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45_R2.fasta	45	2	6	4790	257	0	0	0	0	0	0	0	3038	5476	925	93	7	0	0	0	0	0	21391	1840	0	0	0	1	0	0	0	0	0	0	907	0	0	715	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1356	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46_R1.fasta	46	1	22	3451	789	0	0	5	0	0	0	0	1450	635	2077	514	0	2	0	0	0	0	39450	315	0	0	0	0	0	0	0	0	0	0	1208	0	0	527	32	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	1	3044	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46_R2.fasta	46	2	21	3240	775	0	0	5	0	0	0	0	1479	539	1922	515	0	2	0	0	0	0	32141	219	0	0	0	0	0	0	0	0	0	0	1287	0	0	523	33	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	1	1	1	2995	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R1.fasta	47	1	329	25158	3124	0	0	0	0	0	0	0	13991	55	306	798	147	1	0	0	0	0	56	216	1	0	0	0	0	0	0	0	0	0	3002	0	0	2041	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	193	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R2.fasta	47	2	327	23797	3099	0	0	0	0	0	0	0	14584	54	276	805	151	1	0	0	0	0	46	174	1	0	0	0	0	0	0	0	0	0	3063	0	0	2044	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	187	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48_R1.fasta	48	1	536	32071	4487	0	0	0	0	0	0	0	14222	12	300	940	119	0	0	0	0	0	109	478	0	0	1	0	0	0	0	0	0	0	3036	0	0	1989	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	447	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
48_R2.fasta	48	2	530	30366	4425	0	0	0	0	0	0	0	15008	11	270	936	128	0	0	0	0	0	92	355	1	0	1	0	0	0	0	0	0	0	3103	0	0	1994	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	438	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
49_R1.fasta	49	1	423	19981	6149	1	0	0	0	0	0	0	13408	356	239	993	157	0	0	0	0	0	446	356	0	0	0	1	0	0	0	0	0	0	2572	0	0	2631	21	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	166	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49_R2.fasta	49	2	424	19045	6102	1	0	0	0	0	0	0	14146	355	214	1005	155	0	0	0	0	0	344	249	0	0	0	1	0	0	0	0	0	0	2795	0	0	2629	21	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	162	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
